model,response,R2_base,RMSE_base,R2_tuned,RMSE_tuned,dR2,dRMSE_pct,dataset
M3_24m,ETmax,0.42073521505855,0.053024706573905,0.438224501601072,0.0522181049872836,0.017489286542522,-1.52118066980185,all_sites
M3_24m,GPPsat,0.338425766473605,7.30761843232352,0.286101949403074,7.59109924613062,-0.052323817070531,3.87925035266195,all_sites
M3_24m,NEPmax,0.360461220520192,7.13862273805771,0.304807516424559,7.44275157015746,-0.055653704095633,4.26032924359998,all_sites
M3_24m,WUE,0.177697901069356,1.11471381382862,0.126181723445381,1.14910111401617,-0.051516177623975,3.08485458428498,all_sites
M3_24m,uWUE,0.0781728848764828,1.05664550982971,0.0235345025420267,1.08750941080867,-0.0546383823344561,2.92093239329944,all_sites
M4_12m,ETmax,0.455535215344817,0.0514072779032749,0.440445605145426,0.0521147748442624,-0.015089610199391,1.37625832342005,all_sites
M4_12m,GPPsat,0.455067252664754,6.63220627299323,0.392490452169826,7.00266136669997,-0.062576800494928,5.58569921468301,all_sites
M4_12m,NEPmax,0.498008863507579,6.32454101854362,0.452267798670239,6.60640396330442,-0.04574106483734,4.45665454511837,all_sites
M4_12m,WUE,0.180423803957233,1.1128646613058,0.135009254979058,1.14328212657038,-0.045414548978175,2.73325825881552,all_sites
M4_12m,uWUE,0.104315937109604,1.04155449128255,0.0795825852797268,1.05583726526511,-0.0247333518298772,1.37129397473697,all_sites
M4_24m,ETmax,0.435954231352923,0.0523235115780144,0.446195395966931,0.0518463265840594,0.010241164614008,-0.911989619128519,all_sites
M4_24m,GPPsat,0.440372026219149,6.72103688781628,0.383014738150126,7.05706254361725,-0.057357288069023,4.99961034896429,all_sites
M4_24m,NEPmax,0.484743177070794,6.40756270245914,0.436597272178765,6.70024158186145,-0.048145904892029,4.56770995451958,all_sites
M4_24m,WUE,0.177663689515695,1.11473700220115,0.111903339009367,1.15845135605734,-0.065760350506328,3.92149482522532,all_sites
M4_24m,uWUE,0.119606800735307,1.03262565856556,0.0702774499315096,1.0611609380038,-0.0493293508037974,2.763371140504,all_sites
M5_anom_12m,ETmax,0.300242634141921,0.0582791822859883,0.277938520905015,0.0592006940863802,-0.022304113236906,1.58120235090095,all_sites
