response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
uWUE,Anomaly / 12m,C+M vs C+M+D,112,0.703,0.6555,-2.74,54.5,0.186,0.2886, ns
uWUE,Anomaly / 12m,C+T vs C+T+D,112,0.6933,0.7235,-0.28,50.9,0.4693,0.5689, ns
uWUE,Anomaly / 12m,C+T+M vs C+T+D+M,112,0.7244,0.7522,-4.77,54.5,0.1417,0.2636, ns
uWUE,Anomaly / 24m,C vs C+D,112,0.6865,0.6902,-2.81,52.7,0.1127,0.2438, ns
uWUE,Anomaly / 24m,C+M vs C+M+D,112,0.7084,0.6965,-2.44,55.4,0.1041,0.2438, ns
uWUE,Anomaly / 24m,C+T vs C+T+D,112,0.6851,0.7131,-2.67,53.6,0.1531,0.2721, ns
uWUE,Anomaly / 24m,C+T+M vs C+T+D+M,112,0.7496,0.7166,-4.29,56.2,0.115,0.2438, ns
uWUE,Raw-lag / 12m,C vs C+D,112,0.6657,0.6842,-3.71,53.6,0.1665,0.2775, ns
uWUE,Raw-lag / 12m,C+M vs C+M+D,112,0.4753,0.4794,-1.26,53.6,0.2161,0.3262, ns
uWUE,Raw-lag / 12m,C+T vs C+T+D,112,0.6933,0.7235,-0.28,50.9,0.4693,0.5689, ns
uWUE,Raw-lag / 12m,C+T+M vs C+T+D+M,112,0.4986,0.4858,-6.23,60.7,0.08875,0.2438, ns
uWUE,Raw-lag / 24m,C vs C+D,112,0.6865,0.6902,-2.81,52.7,0.1127,0.2438, ns
uWUE,Raw-lag / 24m,C+M vs C+M+D,112,0.4599,0.4876,-0.1,50.9,0.5958,0.6578, ns
uWUE,Raw-lag / 24m,C+T vs C+T+D,112,0.6851,0.7131,-2.67,53.6,0.1531,0.2721, ns
uWUE,Raw-lag / 24m,C+T+M vs C+T+D+M,112,0.4743,0.4618,-0.35,51.8,0.5946,0.6578, ns
