response,window_memory,pair,n_sites,median_RMSE_withoutD,median_RMSE_withD,delta_pct,pct_sites_improved,p_onesided_wilcoxon,q_BH,sig
WUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.5557,0.4918,-6.05,64.5,0.002004,0.00668,**
uWUE,Anomaly / 12m,C vs C+D,93,0.7597,0.6616,-5.71,63.4,0.008761,0.01947,*
uWUE,Anomaly / 12m,C+M vs C+M+D,93,0.7418,0.7171,-7.84,60.2,0.01054,0.02278,*
uWUE,Anomaly / 12m,C+T vs C+T+D,93,0.7281,0.6988,-7.98,65.6,0.00151,0.005753,**
uWUE,Anomaly / 12m,C+T+M vs C+T+D+M,93,0.7028,0.6699,-5.6,63.4,0.001332,0.005753,**
uWUE,Anomaly / 24m,C vs C+D,93,0.7863,0.6953,-3.5,59.1,0.02337,0.04065,*
uWUE,Anomaly / 24m,C+M vs C+M+D,93,0.7342,0.7035,-1.21,55.9,0.1108,0.1522, ns
uWUE,Anomaly / 24m,C+T vs C+T+D,93,0.7079,0.6881,-6.46,61.3,0.006949,0.01737,*
uWUE,Anomaly / 24m,C+T+M vs C+T+D+M,93,0.7188,0.7,-4.82,59.1,0.01097,0.0231,*
uWUE,Raw-lag / 12m,C vs C+D,93,0.7597,0.6616,-5.71,63.4,0.008761,0.01947,*
uWUE,Raw-lag / 12m,C+M vs C+M+D,93,0.4541,0.4926,-1.68,50.5,0.2298,0.2931, ns
uWUE,Raw-lag / 12m,C+T vs C+T+D,93,0.7281,0.6988,-7.98,65.6,0.00151,0.005753,**
uWUE,Raw-lag / 12m,C+T+M vs C+T+D+M,93,0.573,0.5382,-3.74,58.1,0.01434,0.02942,*
uWUE,Raw-lag / 24m,C vs C+D,93,0.7863,0.6953,-3.5,59.1,0.02337,0.04065,*
uWUE,Raw-lag / 24m,C+M vs C+M+D,93,0.4607,0.4572,0.66,47.3,0.5894,0.6549, ns
uWUE,Raw-lag / 24m,C+T vs C+T+D,93,0.7079,0.6881,-6.46,61.3,0.006949,0.01737,*
uWUE,Raw-lag / 24m,C+T+M vs C+T+D+M,93,0.4835,0.5192,1.11,47.3,0.4106,0.476, ns
