model,response,R2_base,RMSE_base,R2_e1,RMSE_e1,R2_e2,RMSE_e2,dataset,mem
M6_raw_12m,NEPmax,0.550319276338413,5.83636813877483,0.733244698553717,4.49517984641971,0.732336704027121,4.5028238019245,High tree cover (93),raw
M6_raw_12m,WUE,0.440942053806752,0.806819605358172,0.659107808509179,0.630023221650281,0.670074798125559,0.619805999910592,High tree cover (93),raw
M6_raw_12m,uWUE,0.37254351545509,0.789419790655321,0.631351016272647,0.605093829828937,0.641566056951513,0.596651544050052,High tree cover (93),raw
M6_raw_24m,ETmax,0.457951773904918,0.0482936245344714,0.67306055394695,0.0375063238107952,0.671892910122693,0.0375732398646047,High tree cover (93),raw
M6_raw_24m,GPPsat,0.448777156833464,6.46609745154375,0.689235648567388,4.85505595113186,0.69922034778469,4.7764239646002,High tree cover (93),raw
M6_raw_24m,NEPmax,0.510160721893222,6.09140317794355,0.737948664698135,4.45536953461484,0.732095729686469,4.50485026745955,High tree cover (93),raw
M6_raw_24m,WUE,0.400741181658921,0.835324553561228,0.66084266613945,0.628418029765002,0.668544782954167,0.621241500562177,High tree cover (93),raw
M6_raw_24m,uWUE,0.347924258072438,0.804757858017899,0.630611812159577,0.605700184206602,0.645091645138137,0.593709933826605,High tree cover (93),raw
M7_anom_12m,ETmax,0.417409615997958,0.0500671065466143,0.393205538665076,0.051096557490967,0.417409615997958,0.0500671065466143,High tree cover (93),anom
M7_anom_12m,GPPsat,0.231057027957493,7.63705130569085,0.177743959939165,7.89736441338824,0.231057027957493,7.63705130569085,High tree cover (93),anom
M7_anom_12m,NEPmax,0.257795397997428,7.49811960594359,0.161475790798674,7.96981692315413,0.257795397997428,7.49811960594359,High tree cover (93),anom
M7_anom_12m,WUE,0.153486891208844,0.992807100119915,0.141132353433687,1.00002567896616,0.153486891208844,0.992807100119915,High tree cover (93),anom
M7_anom_12m,uWUE,0.0579909237540242,0.967261156336699,0.00957124351169791,0.991808496885348,0.0579909237540242,0.967261156336699,High tree cover (93),anom
M7_anom_24m,ETmax,0.407804428993653,0.0504781482820788,0.397689479419792,0.0509074170284316,0.407804428993653,0.0504781482820788,High tree cover (93),anom
M7_anom_24m,GPPsat,0.243052181813789,7.57724994082189,0.169929975229362,7.93480042201565,0.243052181813789,7.57724994082189,High tree cover (93),anom
M7_anom_24m,NEPmax,0.269879302443611,7.43683031508435,0.164657133862086,7.95468389774196,0.269879302443611,7.43683031508435,High tree cover (93),anom
M7_anom_24m,WUE,0.168862820104583,0.983749185203642,0.147619458956155,0.996241878079577,0.168862820104583,0.983749185203642,High tree cover (93),anom
M7_anom_24m,uWUE,0.0784561668492221,0.956696538358268,0.0149681829614297,0.989102576754212,0.0784561668492221,0.956696538358268,High tree cover (93),anom
M7_raw_12m,ETmax,0.517470909996874,0.0455651272899077,0.675607325541778,0.0373599560532866,0.680849735408278,0.0370568450864617,High tree cover (93),raw
M7_raw_12m,GPPsat,0.433383420402993,6.55576355048395,0.688461329345763,4.86110076334498,0.703852522820035,4.73950145462393,High tree cover (93),raw
M7_raw_12m,NEPmax,0.470776437526303,6.3315512753547,0.730049850673928,4.52201843355822,0.737367764672876,4.46030500185687,High tree cover (93),raw
M7_raw_12m,WUE,0.369300945626334,0.856957177110503,0.65982001408238,0.629364742709284,0.667721790120617,0.622012283911846,High tree cover (93),raw
M7_raw_12m,uWUE,0.310641473450681,0.8274443212939,0.636566982940073,0.600797882928527,0.64289795525703,0.595541968904795,High tree cover (93),raw
M7_raw_24m,ETmax,0.490178670441152,0.0468360044051509,0.679346204508425,0.0371440307348341,0.677885308362429,0.0372285485331632,High tree cover (93),raw
M7_raw_24m,GPPsat,0.400401197023717,6.74386737429206,0.691756038528964,4.83532790635786,0.700932597146954,4.76280917813184,High tree cover (93),raw
M7_raw_24m,NEPmax,0.430408529066344,6.56859191054899,0.727877911538425,4.54017340140546,0.736183855704681,4.47034690973165,High tree cover (93),raw
M7_raw_24m,WUE,0.338682013837174,0.877512269925732,0.660439555824075,0.62879137649419,0.663932717604986,0.625548731148192,High tree cover (93),raw
M7_raw_24m,uWUE,0.275969496488903,0.847997624504697,0.634438034671802,0.602555015414558,0.644914187322091,0.593858345803938,High tree cover (93),raw
M8_anom_12m,ETmax,0.397519535322805,0.050914598378043,0.397033302135346,0.0509351396038612,0.397519535322805,0.050914598378043,High tree cover (93),anom
M8_anom_12m,GPPsat,0.353292527769973,7.00378138625316,0.263227998185878,7.47558526175951,0.353292527769973,7.00378138625316,High tree cover (93),anom
M8_anom_12m,NEPmax,0.416177923901788,6.65014016206678,0.320466897762888,7.17456956814843,0.416177923901788,6.65014016206678,High tree cover (93),anom
M8_anom_12m,WUE,0.258673485752803,0.929079328026627,0.240395571619124,0.94046313074843,0.258673485752803,0.929079328026627,High tree cover (93),anom
M8_anom_12m,uWUE,0.155599183549458,0.915778674929958,0.106506997187486,0.942023597290842,0.155599183549458,0.915778674929958,High tree cover (93),anom
M8_anom_24m,ETmax,0.400450776372899,0.0507905902649043,0.396431076633847,0.0509605695195925,0.400450776372899,0.0507905902649043,High tree cover (93),anom
M8_anom_24m,GPPsat,0.336308831383765,7.09515131043376,0.26257098719942,7.47891766796203,0.336308831383765,7.09515131043376,High tree cover (93),anom
M8_anom_24m,NEPmax,0.408494741240802,6.69375553641043,0.333237522594175,7.10683312842678,0.408494741240802,6.69375553641043,High tree cover (93),anom
M8_anom_24m,WUE,0.247468303684982,0.93607453091719,0.231895140282915,0.945710665428926,0.247468303684982,0.93607453091719,High tree cover (93),anom
M8_anom_24m,uWUE,0.168308370049012,0.908860793791661,0.107734814775279,0.941376121168945,0.168308370049012,0.908860793791661,High tree cover (93),anom
M8_raw_12m,ETmax,0.489760987924919,0.0468551861987583,0.670740463267627,0.0376391683483448,0.67433410179011,0.0374332021581998,High tree cover (93),raw
M8_raw_12m,GPPsat,0.478472617767912,6.28951561947337,0.689897774425536,4.84988101356792,0.704955512212075,4.73066717975778,High tree cover (93),raw
M8_raw_12m,NEPmax,0.542358025015308,5.88780567641773,0.732050851536344,4.50522756805359,0.740250184888754,4.43576128288573,High tree cover (93),raw
M8_raw_12m,WUE,0.417597751676735,0.823492317485588,0.667561558233705,0.622162239862246,0.673759175894239,0.616335500082806,High tree cover (93),raw
M8_raw_12m,uWUE,0.339813333564014,0.809747430033993,0.628723882892955,0.607246067024805,0.638624681738032,0.599094658576034,High tree cover (93),raw
M8_raw_24m,ETmax,0.470941096484824,0.0477114759161081,0.673385681056866,0.0374876699652572,0.677508375558783,0.0372503242527234,High tree cover (93),raw
M8_raw_24m,GPPsat,0.443542143514945,6.49672945156113,0.695473959487805,4.8060785005891,0.703126218230032,4.74530973247223,High tree cover (93),raw
M8_raw_24m,NEPmax,0.512467317083796,6.07704440621939,0.726026571035667,4.55559140580028,0.737197420846118,4.46175124904336,High tree cover (93),raw
M8_raw_24m,WUE,0.380780770624382,0.849122302160246,0.665027410871686,0.624529080355719,0.66895485176718,0.620857088741715,High tree cover (93),raw
M8_raw_24m,uWUE,0.319194609239883,0.822295089699552,0.62767982096389,0.608099282971791,0.645642146296374,0.593249301045785,High tree cover (93),raw
